Wall time,Step,Value
1744461949.1632855,475136,-144.44937133789062
1744461973.8038435,477184,-144.5352020263672
1744461998.269826,479232,-145.1473388671875
1744462022.9469862,481280,-146.69158935546875
1744462047.5005267,483328,-147.6121368408203
1744462072.0657992,485376,-143.3812713623047
1744462096.592222,487424,-142.13011169433594
1744462121.1579363,489472,-138.74029541015625
1744462145.7099373,491520,-142.2657470703125
1744462170.2357097,493568,-143.49063110351562
1744462194.7594204,495616,-141.6273193359375
1744462219.307411,497664,-142.49032592773438
1744462243.933761,499712,-145.83914184570312
1744462268.832593,501760,-143.53717041015625
1744462293.4001853,503808,-143.2600555419922
1744462318.0157876,505856,-143.8975830078125
1744462342.7159412,507904,-145.31341552734375
1744462367.4023223,509952,-144.54531860351562
1744462391.9260898,512000,-146.50294494628906
1744462416.383984,514048,-148.58670043945312
1744462440.9001844,516096,-148.4542999267578
1744462465.3907232,518144,-150.57351684570312
1744462489.8569803,520192,-151.7156982421875
1744462514.3738728,522240,-154.39535522460938
1744462538.8565662,524288,-153.48890686035156
1744462563.4306908,526336,-154.61032104492188
1744462588.3835707,528384,-153.08863830566406
1744462613.1544862,530432,-154.198974609375
1744462638.1576264,532480,-154.7470703125
1744462662.878006,534528,-155.83029174804688
1744462687.5732496,536576,-158.18377685546875
1744462712.3280602,538624,-160.8645477294922
1744462737.059105,540672,-157.22781372070312
1744462762.0007937,542720,-156.0268096923828
1744462786.762308,544768,-154.01467895507812
1744462811.5364852,546816,-152.2921905517578
1744462836.20805,548864,-158.6048583984375
1744462860.9123433,550912,-158.70513916015625
1744462885.576231,552960,-167.7543182373047
1744462910.2757118,555008,-176.15408325195312
1744462935.1848319,557056,-176.02223205566406
1744462959.846602,559104,-174.2414093017578
1744462984.4947245,561152,-175.2434844970703
1744463009.1451058,563200,-177.2228240966797
1744463033.840389,565248,-175.08819580078125
1744463058.5507777,567296,-173.3622283935547
1744463083.1774797,569344,-173.0045166015625
1744463108.015401,571392,-168.046142578125
1744463132.8143065,573440,-169.56982421875
1744463157.6290758,575488,-167.5637664794922
1744463182.443435,577536,-167.218994140625
1744463207.1849554,579584,-164.54049682617188
1744463232.0422502,581632,-165.8778839111328
1744463256.7813027,583680,-168.0242919921875
1744463281.6295936,585728,-169.64927673339844
1744463306.5441666,587776,-167.6056671142578
1744463331.4985027,589824,-166.01722717285156
1744463356.367122,591872,-166.8601531982422
1744463381.225683,593920,-167.85923767089844
1744463406.0156956,595968,-164.8209228515625
1744463430.807682,598016,-158.35455322265625
1744463455.6135528,600064,-157.234130859375
1744463480.3698552,602112,-152.6962127685547
1744463505.1959898,604160,-135.65936279296875
1744463530.257691,606208,-134.8662109375
1744463555.012699,608256,-134.93365478515625
1744463582.0953045,610304,-137.49769592285156
1744463606.9276931,612352,-136.1191864013672
1744463631.593892,614400,-133.57481384277344
1744463656.3052227,616448,-136.0775146484375
1744463681.0793145,618496,-136.72796630859375
1744463705.815061,620544,-137.79196166992188
1744463730.4490542,622592,-139.88800048828125
1744463755.085344,624640,-140.81874084472656
1744463779.76696,626688,-139.6590576171875
1744463804.4381344,628736,-142.82730102539062
1744463829.301943,630784,-143.01576232910156
1744463854.2151575,632832,-141.39907836914062
1744463879.101759,634880,-139.46714782714844
1744463903.8508708,636928,-139.74063110351562
1744463928.524666,638976,-137.24505615234375
1744463953.2152884,641024,-137.714599609375
1744463978.0384896,643072,-137.81004333496094
1744464002.6474063,645120,-140.80340576171875
1744464027.3532977,647168,-140.75335693359375
1744464052.0546455,649216,-142.31727600097656
1744464076.701687,651264,-142.61720275878906
1744464101.4127703,653312,-147.1402587890625
1744464126.3539817,655360,-145.8114471435547
1744464151.3723633,657408,-145.02359008789062
1744464176.0475917,659456,-147.01431274414062
1744464200.9059467,661504,-146.5792236328125
1744464225.7413723,663552,-146.26531982421875
1744464250.8254173,665600,-147.78460693359375
1744464275.6350684,667648,-147.95199584960938
1744464300.4436452,669696,-148.23497009277344
1744464325.283825,671744,-151.5169677734375
1744464350.100105,673792,-149.32383728027344
1744464375.0486653,675840,-151.24046325683594
1744464399.8437443,677888,-163.6894073486328
1744464424.6591258,679936,-162.1693572998047
1744464449.465676,681984,-160.7143096923828
1744464474.4986372,684032,-160.82870483398438
1744464499.356528,686080,-159.5877685546875
1744464524.2653172,688128,-162.43197631835938
1744464549.2096567,690176,-164.4712677001953
1744464574.1239674,692224,-162.88082885742188
1744464599.0736194,694272,-160.75946044921875
1744464623.9679134,696320,-163.13241577148438
1744464648.8647747,698368,-159.58807373046875
1744464673.9230204,700416,-162.35110473632812
1744464698.9327946,702464,-159.63758850097656
1744464723.876133,704512,-163.10433959960938
1744464748.6688626,706560,-165.25392150878906
1744464773.4709673,708608,-165.6049041748047
1744464798.2630122,710656,-167.02932739257812
1744464823.064538,712704,-166.24069213867188
1744464847.9454515,714752,-171.0060577392578
1744464872.7536294,716800,-172.50930786132812
1744464897.5312629,718848,-171.41171264648438
1744464922.4128907,720896,-169.3449249267578
1744464947.356332,722944,-168.65200805664062
1744464972.7835126,724992,-172.44223022460938
1744464998.1381977,727040,-171.55673217773438
1744465023.479329,729088,-165.757568359375
1744465048.4436388,731136,-165.49778747558594
1744465073.3232088,733184,-165.1585693359375
1744465098.1720126,735232,-165.89273071289062
1744465122.9713066,737280,-167.3905792236328
1744465147.7065423,739328,-168.93789672851562
1744465172.477158,741376,-167.20005798339844
1744465197.203448,743424,-169.2937469482422
1744465222.042082,745472,-170.88211059570312
